text,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,sentiment
The most admirable speech by Mr Rahul Gandhi Ji. We appreciate your loud and clear Message to the ruling. We appreciate you and always with you.,3.0,4.0,4.0,5.0,2.0,Negative
Modi is sitting without any idea,3.0,2.0,2.0,2.0,4.0,Negative
Wrong thumbnail used ...so sad media.,2.0,3.0,3.0,3.0,4.0,Negative
"Power of  opposition 
Beauty of Democracy 
Jai savidhan 
Jai bharat",3.0,4.0,3.0,4.0,2.0,Negative
At least there should be opposition instead of dictator ship,4.0,3.0,3.0,4.0,2.0,Negative
"But sir your statement is wrong """""" Jo hindu hai wo Hinsa karte hain""""""  it's only bcoz hindus believe in non violence everybody made fun of us",2.0,3.0,1.0,2.0,4.0,Negative
It's really interesting,4.0,3.0,3.0,5.0,2.0,Negative
Strong opposition.....strong voice of people.......BJP Dividing people and ruling the country,3.0,2.0,4.0,2.0,4.0,Negative
"True citizens knows who is best 
If anyone feel modi ji will develop india like",2.0,4.0,3.0,2.0,3.0,Negative
Very strong rahul gandhi,2.0,4.0,3.0,3.0,2.0,Negative
If bjp is not hindu samaj tell me why everywhere they are only placing hindus as contestants in elections because they want hinduism to grow but about divider in chief sponsored by US leftists and communist part of china ofcourse congress will bark like this,2.0,5.0,3.0,2.0,4.0,Negative
He should be sued for insulting HINDU,2.0,3.0,4.0,2.0,4.0,Negative
"Reckless it is, to this you called opposition instead of discussing prime issues bringing in good arguments over the table aap Hindu Hinduvaad aur bus bjp se ladate rahiye.",2.0,2.0,4.0,2.0,3.0,Negative
Those who get power through violence can't accept non violence and practice it.,3.0,4.0,3.0,4.0,2.0,Negative
It is also bhasmasur hasta,3.0,4.0,3.0,4.0,2.0,Negative
That's what you call a speech,3.0,3.0,4.0,3.0,2.0,Negative
On the face to Modi lol.... this what opposition we needed the most in our country...,3.0,4.0,4.0,4.0,3.0,Negative
A Christian man teaching a yogi about Sanatan Dharma,3.0,4.0,3.0,4.0,2.0,Negative
Rahul is a hindu n Modiji is a musalman. Even his party MPs who r sitting behind feel uncomfortable.,2.0,3.0,3.0,2.0,4.0,Negative
Modi is hypocrisy logical tarak rahul gandhi well educated,2.0,3.0,3.0,2.0,3.0,Negative
So support construction of madhura krishan temple and other destructive temples. Isreal helped bharat in allaha pakistn wars. No allaha countries helped us.,2.0,2.0,3.0,2.0,4.0,Negative
Congress  aparty is a I like it  bjp aparty no beauty,3.0,2.0,3.0,2.0,4.0,Negative
BJP and RSS Hindus always look for fight,2.0,3.0,4.0,2.0,3.0,Negative
"Rahul Gandhi is nailing Modi.

Modi is trying to include the entire Hindu samajh in this - politician still doing only politics",3.0,3.0,4.0,2.0,2.0,Negative
"The congress men laughing behind when showing guru nanak Ji's photo, this is not equality its mockery, they laughing on there own word.",2.0,4.0,3.0,2.0,4.0,Negative
What a  speech opposition  speechless,2.0,2.0,3.0,3.0,2.0,Negative
What a miserable man he has become. Mohammad ka naam toh nhi liya isne,2.0,2.0,2.0,1.0,4.0,Negative
"A Big blot on the word Secular, leader Of a hypocrite,liar and champion in Muslim Appeasement party,. is talking about Hindu culture, a big joke And Shameful",2.0,1.0,4.0,1.0,4.0,Negative
Papu can't speaks more than 3-4 lines. Here he is in repeat mode,2.0,2.0,1.0,2.0,3.0,Negative
Bhatka hua Rahul is due to Various DNA mix Product by forefathers.,2.0,3.0,2.0,4.0,2.0,Negative
A strong opposition is the strong pillar of any democracy.,2.0,4.0,3.0,4.0,2.0,Negative
"Bro trying to do shev vs vaishnav
Divide hindu into sc st vs obc general 
Now shev vs vaishnav",3.0,2.0,3.0,2.0,4.0,Negative
God is with you and the people of India are with you,2.0,3.0,2.0,5.0,1.0,Negative
"That's the sprit of democracy... And what I say it's very very appreciable,,,, the ideology of Rahul Gandhi",4.0,3.0,4.0,5.0,3.0,Negative
Ragul took beautiful Moral class especially to reckless BJP walas in Parliament. Super..,3.0,5.0,3.0,3.0,2.0,Negative
Rahul Gandhi is training himself under biggest Politician ever and best ever called modi in future he is going to dominate after modi for sure,2.0,3.0,4.0,3.0,2.0,Negative
Rahul Gandhi giving belt treatment to modi and his team,2.0,2.0,4.0,2.0,3.0,Negative
Rahul Gandhi good issue raise by you hope of future of india and youth,3.0,3.0,3.0,4.0,2.0,Negative
Pappu will be Pappu,2.0,3.0,2.0,3.0,4.0,Negative
Bofors .. what did your father do,2.0,3.0,3.0,4.0,2.0,Negative
16.10 suna pappu bolana kya chata hai.. respect  religion's are sitting  together,2.0,4.0,3.0,5.0,2.0,Negative
He is a frustrated person,2.0,3.0,3.0,2.0,4.0,Negative
Speaker are to make the right decision for our brighter future of younger generations but instead the speaker is defending for the BJP one party side. So sorry Mr. Speaker  your actions is condemned by citizens of India,2.0,3.0,3.0,2.0,4.0,Negative
Aanshan pe bhethna bhi ek mentally hinsa he h...,2.0,2.0,3.0,1.0,4.0,Negative
Happy to see parliament function.,3.0,4.0,3.0,5.0,2.0,Negative
Speak to the point not story,3.0,5.0,3.0,3.0,2.0,Negative
"Now this Rahul Gandi we need
Who Speack for valid reason.
Who Attend  for valid reason.

Who present for valid reason.

Who visible for valid reason.",3.0,5.0,2.0,5.0,1.0,Negative
Modi ki bolti band. The real pappu,2.0,3.0,5.0,3.0,4.0,Negative
Rahul Gandhi and his anti nationals are racists,2.0,2.0,3.0,1.0,4.0,Negative
Muslim Here. A Hindustani Musalman. Learned a lot from Lord Shiv about simplicity towards life and from Mahabarat my hero is always Karn. When I fail in life I listen to the stories of Karn which gives me strength to move on fail but stand again and try.,3.0,4.0,3.0,5.0,3.0,Negative
"Narendra illeterate Modi is deviding India in the name of hindu and muslim,",2.0,2.0,4.0,1.0,4.0,Negative
Rahul Gandhi is a true and natural leader while PM is an artificial.,3.0,4.0,4.0,3.0,2.0,Negative
Chalo hindutva ki bat to start hui,3.0,2.0,3.0,2.0,4.0,Negative
Fully unconstitutional things happening in the parliament,3.0,3.0,3.0,2.0,4.0,Negative
"Disqualify him also, as he is not following the Parliament rules",3.0,5.0,3.0,4.0,2.0,Negative
"I am impressed by ragas speech but he said hindus are violent, he didnt say bjo or modi, he said Hindus. but overall it seems modjis era is gone. if rahul gandhi continue being like this i may vote for him",3.0,3.0,4.0,3.0,2.0,Negative
"What mature speech of Sri Rahul ji, no doubt who is our next young PM of India",2.0,4.0,3.0,4.0,2.0,Negative
How to endure this stupid guy as the leader of opposition,2.0,2.0,3.0,2.0,4.0,Negative
Rahul Gandhi teaching uneducated BJP leader,3.0,2.0,2.0,2.0,3.0,Negative
Rahul Gandhi speaks better in English than Hindi,3.0,3.0,3.0,3.0,4.0,Negative
Dude...why do we have him in the parliament...ye log opposition k naam pe dhabba hain,3.0,2.0,4.0,2.0,3.0,Negative
This is the logical speech of an educated person,3.0,5.0,3.0,4.0,2.0,Negative
Manipur full support to Rahul Gandhi,3.0,3.0,3.0,4.0,2.0,Negative
Keep digging your own grave Gandhi party,3.0,2.0,4.0,2.0,4.0,Negative
Indian politicians don't amaze me anymore. Because it's the people who move around this silly tool of religion and politicians take advantage of this.,2.0,3.0,3.0,2.0,3.0,Negative
The problem i have is will muslims stand up like secular hindus once they become majority in the coming years,3.0,3.0,4.0,2.0,3.0,Negative
Rahul Gandhi is dest attack for bjp . Ab aye ga na maja,2.0,2.0,3.0,2.0,3.0,Negative
Sache hindus aise nahi hote gandi politics khelne wale,2.0,4.0,3.0,2.0,3.0,Negative
Need a strong opposition this won't work.,3.0,4.0,3.0,2.0,4.0,Negative
One of the dumbest speeches from a  total hypocrite who is interested only in dynastic politics,2.0,2.0,3.0,1.0,4.0,Negative
Pappu is dangerous for our country,2.0,2.0,3.0,1.0,3.0,Negative
Great loss because of nt electing Rahul as PM of India.... India wl regret later,2.0,3.0,4.0,2.0,4.0,Negative
"Speaker should be resigned from his political party for impartiality, like UK speaker",3.0,5.0,2.0,3.0,2.0,Negative
"I wonder how people sport rahul gandhi congress party... 
Which was only reason for every problem in india
1947 partition 
1984 blue star
Kashmir problem 
Aksai chine
...",2.0,2.0,2.0,1.0,4.0,Negative
"don't understand how people still believe in him , British agent cant be Mahadeva, i dare you to translate all verses from kuran before preaching",2.0,5.0,3.0,2.0,3.0,Negative
It is waste to explain BJP because they dont know English. Rahulji,3.0,2.0,3.0,2.0,4.0,Negative
Rahul's demeanour changed from being a pappu to a grown man.,3.0,4.0,4.0,4.0,2.0,Negative
Shame on dirty politics of Modi BJP,3.0,3.0,4.0,2.0,3.0,Negative
"Title - pm modi condemns.
Reality- rahul bashing fake hindu modi",2.0,3.0,3.0,2.0,4.0,Negative
I don't understand the obsession of RaGa over Modi and Hindu dharm. Bro can't leave personal remarks be. It's the same obsession that landed him in jail the first time yet he doesn't learn his lesson,2.0,2.0,3.0,2.0,4.0,Negative
The numbers have gone to his head and arrogance is back,3.0,2.0,4.0,2.0,4.0,Negative
Politicians are spoiling Ram's Name.,2.0,3.0,2.0,2.0,3.0,Negative
Shame on you disgusting   I m support rahul,2.0,3.0,2.0,1.0,4.0,Negative
Cracked down,3.0,4.0,2.0,3.0,3.0,Negative
Modi s downfall has started,3.0,4.0,4.0,3.0,4.0,Negative
Congress party killed scores of innocent sikhs in Delhi and poor tamils in srilanka. They are responsible for Emergency acted against the law and established jungle raj. He has no moral right to preach. He is a mad person in a respectable place.,2.0,2.0,3.0,1.0,4.0,Negative
"Rahul Gandhi do you not want power. But you cannot be blamed if you are an imbecile, it is in your mixed genes",2.0,2.0,2.0,1.0,5.0,Negative
"Is he  teaching religion in assembly,talk national problems ,he is really boring stop him",2.0,1.0,2.0,3.0,4.0,Negative
They are simply wasting time rather talking about issues country faces.,3.0,4.0,3.0,2.0,2.0,Negative
"I feel the heat of opposition, the truth must prevail. Let India constitution stand forever.",3.0,5.0,4.0,4.0,2.0,Negative
Hebis no longer Pappu. He is Papi. Why he is misinterpreting spirituality  that too in a place where it is  forbidden by rules.,3.0,2.0,3.0,2.0,4.0,Negative
"Even western countries got the taste of islam....they are suffering now....
The only religion in india which made separate country....pakistan.",2.0,2.0,3.0,2.0,4.0,Negative
Modi betray and lie himself as he said this is not a war time but he's suffering and making war his people......,3.0,2.0,3.0,2.0,4.0,Negative
All these Hindus who voted for Congress and freebies will suffer. Its written in the stars that so-called Hindus would doom this country.,2.0,2.0,3.0,2.0,4.0,Negative
"Is somebody wants to influence our culture or Hinduism in the modern world then he is  not Hindu ,because of bjp again  Hindu people chasing their culture i don't understand why owaisi and Pappu have problems with this",2.0,3.0,4.0,2.0,3.0,Negative
Some foolish comment only the agent of congress George serous  is the backborn of khangress,1.0,1.0,1.0,1.0,5.0,Negative
Rahul gandhi is mostly shouting. No strong point and waste of time.,2.0,2.0,3.0,2.0,3.0,Negative
This person can discuss anything about Hinduism and then evade further questions. He remains silent when it comes to Islam and Christianity because he knows the entire population of  Islam and Christianity will oppose him. Rahul is a notorious liar.,2.0,2.0,2.0,1.0,3.0,Negative
"Speaker ki bolti band, this is why u need a strong opposition. Else by now he would have suspended every opposition member.
Now that Rahul has made a strong point, he should let business move, so that India Economy moves",2.0,4.0,3.0,4.0,3.0,Negative
"He has gone mad, if he becomes PM sure he will sell away north east to chaina. Full of anti Hindu idealogy. He will make india ukrain, venuzila.  Your entire family is power mongers from your grate grand father Nehru.",2.0,2.0,3.0,2.0,4.0,Negative
Many Hindus are suffering in gujrat even after bjp ruling gujrat since 35 years. What does it mean.,3.0,3.0,2.0,3.0,4.0,Negative
"This Rahul Gandhi will be very difficult for modi and bjp to stop, surely a PM in making for next 5yrs, wish he stays strong against all challenges, Indian enemies inside and outside India...",3.0,4.0,4.0,4.0,3.0,Negative
"Good to see rahul gandhi evolving ,i can see modi only as an hindu fanatic ,myself being a christian dont feel comforttable under modi govt",3.0,3.0,4.0,2.0,3.0,Negative
Joker pappu..full of venom..he is condemned to close congress. Utter waste fellow,2.0,2.0,4.0,2.0,4.0,Negative
Wrong statement is the Modi.. BJP not yet total Hindu Samaj..,2.0,3.0,3.0,3.0,2.0,Negative
"He has totally lost it, need to be in rehab",1.0,1.0,5.0,1.0,5.0,Negative
Such a irresponsible speech. People condemn it.,2.0,2.0,3.0,2.0,3.0,Negative
"Criminals hides behind religion. 
Religious people are innocent they want support so criminals take advantage of their innocence.",1.0,3.0,2.0,2.0,4.0,Negative
Rahul is going mad. No idea about what he says.,2.0,2.0,3.0,2.0,4.0,Negative
Pure waste of 15 mins of parliament time. There was not a single point that's useful for people.. Jus boasting about their party symbol as if it's election campaign,2.0,2.0,3.0,2.0,3.0,Negative
No wondwr why pappu could not cross three digit mark thrice and ppl keep rejecting this born loser,1.0,2.0,1.0,2.0,4.0,Negative
India trusted Modi but unfortunately he became a GUjrati only and never became PM of India,2.0,3.0,3.0,2.0,4.0,Negative
Rahul Gandhi wants to go to another planet where only idiots    are all around.. please koi inki ye ichha puri kare.,2.0,2.0,3.0,1.0,4.0,Negative
Rahul got the tempo all these years bjp played on Hinduism...we got bored by hearing modi since 10 years...need new ppl and administration,3.0,2.0,3.0,3.0,4.0,Negative
"What a speech by RaGa, I was lost listening to him.",2.0,3.0,4.0,3.0,4.0,Negative
Rahul Gandhi should join in kindergarten.. what his childish behaviour and showing plam.,2.0,2.0,2.0,2.0,4.0,Negative
Modi got fear i dont think he will run the govt for 5 yrs,3.0,2.0,3.0,2.0,4.0,Negative
"Just because India was not declared as Hindu country we have to suffer like this .
India s Rahul is this Ravul Vinci.
God save my Country from this poisonous fellow Ravul Vinci",2.0,2.0,2.0,1.0,4.0,Negative
"Hasina does not want democracy in Bangladesh. She demolished democracy in Bangladesh brutally, she abolished the opposition using government forces and violence. She made all Bangladeshis the enemy of India. She is supported by the BJP regime of India.",2.0,2.0,3.0,1.0,4.0,Negative
"Too much tolerance in too bad. This is the consequences of not making acts of Common civil code, Population bill, not providing shelter to Hindus in Kashmir, temple protection act, anti love jihad act, elimination of contaminated syllabus from books etc.",3.0,4.0,1.0,2.0,4.0,Negative
